id_user,name,username,rating,date,nama_objek,id_objek
4363,Compass73198,/Profile/Compass73198,1,19-Sep,Agrowisata Teba Sari Bali,998
6237,Emc921,/Profile/Emc921,1,Okt 2019,Agrowisata Teba Sari Bali,998
7446,gaddavino,/Profile/gaddavino,1,Agt 2019,Agrowisata Teba Sari Bali,998
10391,K&C,/Profile/963kristyb,1,Okt 2019,Agrowisata Teba Sari Bali,998
12803,Michael H,/Profile/MichaelH15353,1,19-Jul,Agrowisata Teba Sari Bali,998
16435,Rona,/Profile/Ronaindonesia,1,19-Jul,Agrowisata Teba Sari Bali,998
11566,Lindsay H,/Profile/986lindsayh,1,19-Jan,Air Panas Banjar,997
11788,Lucinda J,/Profile/391lucindaj,1,17-Jun,Air Panas Banjar,997
9792,Jenny E,/Profile/jennye467,1,Mei 2019,Air Terjun Aling-Aling,996
10408,kadek,/Profile/su1214ni,1,19-Jun,Air Terjun Aling-Aling,996
19694,Voilà ce que j'en pense,/Profile/Vcqjp,1,Agt 2019,Air Terjun Aling-Aling,996
641,Ad K,/Profile/165adk,1,16-Apr,Air Terjun Cunca Wulang,993
9781,Jennifer S,/Profile/W7141BZjennifers,1,17-Jul,Air Terjun Cunca Wulang,993
10703,Kerem A,/Profile/kerema527,1,Okt 2019,Air Terjun Cunca Wulang,993
11280,Ledyna K,/Profile/ledynak,1,21-Jan,Air Terjun Cunca Wulang,993
13736,Nazdabisnis,/Profile/Nazdabisnis,1,19-Jul,Air Terjun Cunca Wulang,993
14948,Piotrek,/Profile/szwagrowski,1,Des 2019,Air Terjun Cunca Wulang,993
3527,Booktings,/Profile/Booktings,1,Okt 2019,Air Terjun Kanto Lampo,992
11313,Lelom Pol A,/Profile/LelomPolA,1,Okt 2018,Air Terjun Kanto Lampo,992
11116,l0vely99,/Profile/l0vely99,1,16-Jun,Air Terjun Sendang Gile dan Tiu Kelep,989
18048,Sujana B,/Profile/SujanaB3,1,Des 2015,Air Terjun Sendang Gile dan Tiu Kelep,989
579,ABee711,/Profile/ABee711,1,Okt 2018,Air Terjun Tukad Cepung,985
12570,Megane S,/Profile/Meganetraveltheworld,1,Des 2019,Air Terjun Tukad Cepung,985
571,Abdullah M,/Profile/Vacationer757399,1,19-Jul,Airport Railink Services,984
6060,Ekky F,/Profile/ekkyf2018,1,19-Jun,Alun Alun Bandung,983
14343,Nyonya Suka Dolan,/Profile/nyonya_suka_dolan,1,19-Mar,Alun Alun Kota Batu,982
18131,Supriyanto,/Profile/Supriyanto_st,1,18-Jul,Alun-Alun Selatan,980
3880,Casa O,/Profile/casao267,1,19-Nov,Angel's Billabong,979
6245,Emile,/Profile/307emiled,1,Agt 2019,Angel's Billabong,979
10111,Jon_101,/Profile/Jon_101,1,19-Nov,Angel's Billabong,979
386,44ADS,/Profile/44ADS,1,20-Mar,Bali Collection,977
1755,andrewjoesoef,/Profile/andrewjoesoef,1,Des 2016,Bali Collection,977
7148,FionaTFN,/Profile/FionaTFN,1,Okt 2018,Bali Eco Tours,976
18392,Tamara B,/Profile/G4088WKtamarab,1,Okt 2018,Bali Eco Tours,976
5303,Diana,/Profile/dhianathea,1,Mei 2019,Bali Pulina - Pariwisata Pertanian,975
6021,Eka Permana,/Profile/EkaPermanaS,1,16-Jul,Bali Pulina - Pariwisata Pertanian,975
7319,Frankie P,/Profile/frankiep603,1,18-Nov,Bali Sea Turtle Society (BSTS),974
14834,Peter L,/Profile/G6268YRpeterl,1,19-Feb,Bali Sea Turtle Society (BSTS),974
14885,Philipp S,/Profile/N2832TEphilipps,1,19-Sep,Bali Sea Turtle Society (BSTS),974
14890,philipripieny,/Profile/philipripieny,1,18-Nov,Bali Sea Turtle Society (BSTS),974
19791,Wandering soles,/Profile/amitapan72,1,19-Apr,Bali Sea Turtle Society (BSTS),974
16785,Saliza,/Profile/SalizaManawan,1,19-Jul,Batu Secret Zoo (Jawa Timur Park 2),968
364,347dennisc,/Profile/347dennisc,1,16-Jan,Batur Natural Hotspring,967
513,A2Success,/Profile/A2Success,1,17-Mar,Batur Natural Hotspring,967
2580,Asi P,/Profile/734asip,1,17-Jul,Batur Natural Hotspring,967
3385,Billybayley,/Profile/Billybayley,1,Agt 2016,Batur Natural Hotspring,967
4037,Chatz,/Profile/DavidChatz,1,Des 2016,Batur Natural Hotspring,967
4285,Claire Annand,/Profile/claireannand,1,Agt 2017,Batur Natural Hotspring,967
8047,Handini P,/Profile/HandiniP1,1,17-Jan,Batur Natural Hotspring,967
8585,HolidayMelly,/Profile/HolidayMelly,1,17-Feb,Batur Natural Hotspring,967
10266,Julia F,/Profile/132juliaf,1,17-Apr,Batur Natural Hotspring,967
12871,MIFlyboy,/Profile/MIflyboy,1,Okt 2019,Batur Natural Hotspring,967
17349,Shehzaad K,/Profile/shezzyk7,1,17-Apr,Batur Natural Hotspring,967
17882,Stefany R,/Profile/StefanyR,1,16-Jul,Batur Natural Hotspring,967
19558,Victor M,/Profile/Y9994CXvictorm,1,17-Feb,Batur Natural Hotspring,967
2416,Aris H,/Profile/arishardi,1,17-Apr,Baywalk Mall,966
8875,Ikka W,/Profile/ikkaw2016,1,16-Mar,Baywalk Mall,966
10058,John T,/Profile/johntP1956RY,1,Mei 2019,Baywalk Mall,966
14556,Ozzie T,/Profile/OzzieT51,1,Mei 2019,Baywalk Mall,966
4643,Danny,/Profile/Dannyngdan,1,Mei 2019,Beji Guwang Hidden Canyon,965
9712,Jeanne D,/Profile/612jeanned,1,17-Jul,Beji Guwang Hidden Canyon,965
1614,AndalusiaHalim,/Profile/AndalusiaHalim,1,18-Nov,Benteng Kuto Besak,964
319,181ShellBell,/Profile/181ShellBell,1,Mei 2017,Biorock Pemuteran bali - Menyelam,962
3193,Beauy,/Profile/beauyandthefam,1,19-Apr,Biorock Pemuteran bali - Menyelam,962
3246,ben0820,/Profile/ben0820,1,Des 2018,Biorock Pemuteran bali - Menyelam,962
17726,Sofyan,/Profile/Sofyan4114,1,Okt 2019,Blok M Square,961
6871,fathihelmi11,/Profile/fathihelmi11,1,Okt 2018,Botani Square,960
7638,gie515,/Profile/gie515,1,16-Jan,Botani Square,960
252,@regiljulian,/Profile/regiljulian,1,19-Mar,Cinemaxx Theater Lippo Mall Kuta,948
3951,Cempaka,/Profile/Cempaka86,1,19-Jun,Cinemaxx Theater Lippo Mall Kuta,948
20161,Wisnu Shin,/Profile/wshin93,1,16-Feb,Cinemaxx Theater Lippo Mall Kuta,948
2925,b0yb0y,/Profile/b0yb0y,1,16-Mar,Ciputra Waterpark,947
3685,Bullo_14,/Profile/Bullo_14,1,15-Sep,Circus Waterpark Bali,946
3756,cahya l,/Profile/cahyal2015,1,Des 2016,Circus Waterpark Bali,946
3976,chachabali,/Profile/chachabali,1,Agt 2015,Circus Waterpark Bali,946
9995,Joel M,/Profile/Q9616LWjoelm,1,Agt 2019,Circus Waterpark Bali,946
12620,Melainie,/Profile/Melainie,1,Des 2015,Circus Waterpark Bali,946
18125,superditi,/Profile/superditi,1,Des 2015,Circus Waterpark Bali,946
8338,Hendrik G,/Profile/307hendrikg,1,15-Jul,Danau Batur,943
20357,yantowangge,/Profile/yantowangge,1,15-Sep,Danau Kelimutu (Danau Tiga Warna),940
3423,Bintang1122,/Profile/Bintang1122,1,17-Jan,Desa Tenganan Aga,935
4319,Cliff V,/Profile/CliffVV_12,1,Okt 2015,Desa Tenganan Aga,935
6169,EllaViv,/Profile/EllaViv,1,19-Jun,Desa Tenganan Aga,935
9785,Jennig16,/Profile/Jennig16,1,17-Jul,Desa Tenganan Aga,935
9898,Jill C,/Profile/g_crehan,1,17-Feb,Desa Tenganan Aga,935
10495,Kara T,/Profile/474karat,1,19-Jan,Desa Tenganan Aga,935
12644,meliau56,/Profile/meliau56,1,17-Apr,Desa Tenganan Aga,935
13708,Naune14,/Profile/Naune14,1,17-Jul,Desa Tenganan Aga,935
19073,TravelRealPrincess,/Profile/TravelRealPrincess,1,17-Apr,Desa Tenganan Aga,935
10538,karotoba03,/Profile/karotoba03,1,16-Feb,Desa Tenun Tradisional Sade,934
11489,Lilis L,/Profile/291lilisl,1,Mei 2018,Discovery Shopping Mall,932
9065,Indri K,/Profile/592indrik,1,16-Apr,DMZ Bali 3D Art Museum,931
9744,Jellyana_,/Profile/Jellyana_,1,Okt 2015,DMZ Bali 3D Art Museum,931
15534,Rans,/Profile/AgenkPutra,1,19-Jun,Dusun Bambu Family Leisure Park,929
18383,taliasiena,/Profile/taliasiena,1,Okt 2016,Farmhouse Bandung,928
800,Adneen R,/Profile/adneenr,1,Agt 2019,FO Rumah Mode,927
1329,alicevcarter2018,/Profile/alicevcarter2018,1,Okt 2018,FreeBird Express,926
4180,Christopher G,/Profile/ChristopherG126,1,17-Jul,FreeBird Express,926
4317,Claus H,/Profile/ClausH882,1,17-Jul,FreeBird Express,926
4979,Dennis J,/Profile/720dennisj,1,17-Apr,FreeBird Express,926
10964,Kreete T,/Profile/kreetet,1,17-Apr,FreeBird Express,926
11226,Lauren1230,/Profile/Lauren1230,1,Okt 2018,FreeBird Express,926
14708,Patrick,/Profile/Pat9269,1,19-Sep,FreeBird Express,926
5723,Dragica H,/Profile/dragicah,1,20-Jan,Garlic Lane,924
11889,Lynne A,/Profile/lynnea888,1,Agt 2019,Garlic Lane,924
17629,Siti S,/Profile/sitis560,1,18-Jan,Gedung Sate,921
10541,Karti Karti Kar... K,/Profile/Trip693436,1,17-Jan,Gereja Blenduk,919
3835,Cari M,/Profile/840carim,1,17-Jul,Gili Getaway,917
8644,Huldufolk,/Profile/Huldufolk,1,18-Nov,Gili Getaway,917
15645,RCLvD,/Profile/RCLvD,1,Mei 2017,Gili Getaway,917
20280,Xavi C,/Profile/xavicross8,1,Okt 2018,Gili Getaway,917
1456,Amanda F,/Profile/AmandaF3546,1,Okt 2018,Gili Gili Fast Boat,916
1634,andhpool,/Profile/andhpool,1,19-Jan,Gili Gili Fast Boat,916
3185,Bearearth,/Profile/Bearearth,1,19-Jun,Gili Gili Fast Boat,916
3871,Caroline L,/Profile/carolinel908,1,16-Nov,Gili Gili Fast Boat,916
4717,dave01bmf,/Profile/dave01bmf,1,17-Jul,Gili Gili Fast Boat,916
7091,Ffmorgan,/Profile/Ffmorgan,1,17-Jul,Gili Gili Fast Boat,916
9506,jaimeebmat,/Profile/jaimeebmat,1,19-Feb,Gili Gili Fast Boat,916
9944,JLV17,/Profile/JLV17,1,17-Mar,Gili Gili Fast Boat,916
10739,Kevin T,/Profile/kevintE8752MV,1,19-Apr,Gili Gili Fast Boat,916
12090,MancJRG,/Profile/MancJRG,1,19-Sep,Gili Gili Fast Boat,916
18589,TerraExplorator,/Profile/TerraExplorator,1,20-Mar,Gili Gili Fast Boat,916
394,482jcjt,/Profile/482jcjt,1,19-Jun,Goa Jomblang,911
3460,bluehive,/Profile/bluehive,1,19-Nov,Goa Jomblang,911
4006,CHans,/Profile/568chans,1,20-Jan,Goa Jomblang,911
5664,Donna Foo,/Profile/DonnaF00,1,Mei 2019,Goa Jomblang,911
14467,Ollie M,/Profile/ollieMcc,1,Agt 2019,Goa Jomblang,911
20221,World traveler,/Profile/Tangerang123,1,15-Jun,Goa Jomblang,911
8269,HeinzvonHolzen,/Profile/HeinzvonHolzen,1,20-Sep,Gunung Rinjani,898
2292,Ari A,/Profile/AriA1368,1,16-Jun,Hardy's Sanur,895
3381,Bill A,/Profile/572billa,1,19-Jun,Hardy's Sanur,895
4739,David M,/Profile/C6966YAdavidm,1,Mei 2019,Hardy's Sanur,895
6167,ellagrace2,/Profile/ellagrace2,1,19-Jan,Hardy's Sanur,895
8542,Hilda,/Profile/octa_disinga,1,Des 2019,Hardy's Sanur,895
9483,jaclynteoh,/Profile/jaclynteoh,1,17-Jun,Hardy's Sanur,895
12462,Maureen M,/Profile/maureenmR5251HG,1,19-Apr,Hardy's Sanur,895
13741,nclemad,/Profile/nclemad,1,17-Jul,Hardy's Sanur,895
15005,Polynatingtheworld,/Profile/Polynatingtheworld,1,19-Nov,Hardy's Sanur,895
15279,QueenslandTess,/Profile/QueenslandTess,1,Mei 2019,Hardy's Sanur,895
17104,scubadrive,/Profile/scubadrive,1,Mei 2017,Hardy's Sanur,895
17445,ShoeiFantaRaraBubba,/Profile/ShoeiFantaRaraBubba,1,18-Sep,Hardy's Sanur,895
19048,travelfun20172017,/Profile/travelfun20172017,1,17-Jul,Hardy's Sanur,895
8734,Ibnu_yusa@gmail... I,/Profile/ibnuyusagmailcomi,1,17-Jan,Hartono Mall Yogyakarta,894
8734,Ibnu_yusa@gmail... I,/Profile/ibnuyusagmailcomi,1,17-Jan,Hartono Mall Yogyakarta,894
13758,Neil C,/Profile/NeilC2853,1,16-Sep,Hutan Bakau,893
1697,Andre V,/Profile/andrev2016,1,Agt 2016,Hutan Bakau Nusa Lembongan,892
18673,ThenTryThis,/Profile/ThenTryThis,1,16-Sep,Hutan Pinus Imogiri,891
19232,Tuuliale,/Profile/Tuuliale,1,19-Jan,Hutan Pinus Imogiri,891
1366,All_zky,/Profile/All_zky,1,Agt 2017,Istana Maimun,887
7604,Gesit RM,/Profile/Gesitrm,1,18-Nov,Istana Maimun,887
9188,Irawan Santoso,/Profile/Irawanngeluyur,1,20-Feb,Istana Maimun,887
11587,linyy29,/Profile/linyy29,1,19-Jan,ITC Mangga Dua,884
9301,islay,/Profile/BoardingPass360299,1,19-Jun,Jalan Legian,881
15664,Rebekah E,/Profile/15rebekahe,1,19-Jul,Jalan Legian,881
17512,Silke w,/Profile/Silkewan,1,Agt 2019,Jalan Legian,881
8375,henky777,/Profile/henky777,1,Okt 2018,Jalan Malioboro,880
20467,Yogh13,/Profile/yogh13,1,19-Jun,Jawa Timur Park 3,877
3991,Chandra I,/Profile/chandrairawan2019,1,Mei 2018,Jogja Bay Pirates Adventure Waterpark,873
4973,denish wirawan,/Profile/denish112399,1,Des 2019,Jogja Bay Pirates Adventure Waterpark,873
7891,guntur,/Profile/Gunturprasetyo,1,19-Sep,Jogja Bay Pirates Adventure Waterpark,873
2943,Babypoka,/Profile/babypoka,1,16-Jun,JungleLand Adventure Theme Park,871
5797,Dwi Musli Ferly,/Profile/DwiMusliferly,1,18-Jun,JungleLand Adventure Theme Park,871
2365,Arif A,/Profile/ArifA1563,1,17-Sep,Kampung Gajah,869
4745,David S,/Profile/davidsT7133SU,1,17-Mar,Kampung Gajah,869
8487,Heru W,/Profile/333heruw,1,16-Jan,Kampung Gajah,869
14788,Penggembira,/Profile/Penggembira,1,Des 2018,Kampung Gajah,869
17136,SEDRChang,/Profile/SEDRChang,1,Okt 2015,Kampung Gajah,869
2570,Ashley,/Profile/backpackingpanda3,1,19-Jul,Kampung Sasak,868
18243,svetla2015,/Profile/svetla2015,1,Des 2019,Kampung Sasak,868
10285,JulianiD,/Profile/JulianiD,1,19-Feb,Kampung Warna-Warni Jodipan,867
16384,Rofi,/Profile/rofithedream,1,18-Apr,Kawah Ijen,862
2154,ANUGRAH TOUR & TRAVEL,/Profile/anugrahtourbdg,1,19-Sep,Kawah Putih,861
5930,Edis,/Profile/Sabarudin77,1,Des 2019,Kawah Putih,861
16844,Samuel,/Profile/doktersam,1,20-Sep,Kawah Putih,861
20459,Yoga Efendi (Tour Guide),/Profile/YogaEfendi,1,Agt 2019,Kawah Sikidang,860
20813,zaimnh,/Profile/zaimnh,1,19-Jan,Kawah Sikidang,860
18463,Taruna Can,/Profile/TarunaCan,1,16-Sep,Kebun Begonia,859
1432,Aly B,/Profile/753alyb,1,Des 2015,Kebun Binatang Bandung,858
7760,goodname,/Profile/goodname2019,1,Agt 2019,Kebun Binatang Bandung,858
10589,Katie M,/Profile/katiemI7572DT,1,17-Jun,Kebun Binatang Bandung,858
16485,Rose B,/Profile/A5505ZEroseb,1,Agt 2019,Kebun Binatang Bandung,858
17162,Sekotong Syariah,/Profile/sekotongsyariah,1,Des 2018,Kebun Binatang Bandung,858
17476,Sifis A,/Profile/512sifisa,1,Mei 2016,Kebun Binatang Bandung,858
3258,bengawan eka sa... p,/Profile/Adventurer671123,1,17-Jun,Kebun Binatang Ragunan,856
10090,Joko P,/Profile/natanaela2017,1,Mei 2018,Kebun Binatang Ragunan,856
13306,Muhammad Bambang Sutoyo,/Profile/tuliettheblues,1,18-Feb,Kebun Binatang Surabaya (KBS),855
7123,Fikry,/Profile/ardianfikry,1,18-Jun,Kebun Buah Mangunan Yogyakarta,854
4054,Chelsea K,/Profile/ChelseaK9119,1,19-Nov,Kebun Kopi Satria,853
5938,Edmond Ray C,/Profile/edmondrayc,1,Des 2018,Kebun Kopi Satria,853
6111,Elena G,/Profile/O1299UOelenag,1,19-Jun,Kebun Kopi Satria,853
6594,Evie,/Profile/Evie4711,1,Mei 2019,Kebun Kopi Satria,853
7460,Galaxy,/Profile/Galaxi3,1,19-Jun,Kebun Kopi Satria,853
7945,Ha Khanh Vu,/Profile/haci764,1,19-Sep,Kebun Kopi Satria,853
9151,IoanaZamfir,/Profile/ioanazamfir88,1,19-Apr,Kebun Kopi Satria,853
9936,jlau81,/Profile/jlau81,1,20-Jan,Kebun Kopi Satria,853
10368,Justyna J,/Profile/891justynag,1,20-Jan,Kebun Kopi Satria,853
14111,Normandy,/Profile/Normandy_z,1,19-Jul,Kebun Kopi Satria,853
14959,piripiworld,/Profile/piripiworld,1,Okt 2019,Kebun Kopi Satria,853
14960,Pisces_7,/Profile/Pisces_7,1,19-Jul,Kebun Kopi Satria,853
17804,speeday,/Profile/speeday,1,Mei 2019,Kebun Kopi Satria,853
18448,Tara T,/Profile/tarat304,1,19-Feb,Kebun Kopi Satria,853
18916,Tom B,/Profile/tombW344TB,1,19-Nov,Kebun Kopi Satria,853
19037,traveler_from_to,/Profile/traveler_from_to,1,20-Jan,Kebun Kopi Satria,853
10329,junglr,/Profile/junglr,1,17-Apr,Kebun Raya Cibodas,851
18873,Titus2019,/Profile/Titus20199,1,19-Jul,Kebun Raya Cibodas,851
3467,BoardingPass449294,/Profile/BoardingPass449294,1,15-Sep,Kebun Teh Malino,850
6039,EkaBigStomach,/Profile/EkaBigStomach,1,Okt 2018,Kebun Teh Malino,850
4998,Deny Adv,/Profile/monggowisata,1,17-Jun,Kemenuh Butterfly Park,849
5676,donnyD,/Profile/donnydonny123,1,17-Jan,Kepulauan Gili,847
6233,emanuelejosh24,/Profile/emanuelejosh24,1,17-Jun,Kepulauan Gili,847
12855,Mickaël B,/Profile/573micka_lb,1,17-Jun,Kepulauan Gili,847
15728,remcamoli,/Profile/remcamoli,1,Des 2016,Kepulauan Gili,847
16876,Sandra M,/Profile/sandramG9840CU,1,16-Nov,Kepulauan Gili,847
18572,teodora_aapi,/Profile/teodora_aapi,1,17-Jun,Kepulauan Gili,847
19429,Vaniades,/Profile/Vaniades,1,17-Jan,Kepulauan Gili,847
9764,Jeng K,/Profile/414jengk,1,Des 2016,Keraton Kasepuhan,845
3137,bastamanography,/Profile/bastamanography,1,14-Jun,Ketep Pass,844
17604,Siska Lie,/Profile/29siskalie,1,19-Jun,Klenteng Sam Po Kong (Gedong Batu),842
20467,Yogh13,/Profile/yogh13,1,19-Jun,Klenteng Sam Po Kong (Gedong Batu),842
6074,Eko S,/Profile/EkoS1298,1,Agt 2016,Kompleks Candi Muaro Jambi,841
18860,titi_kwinaldi,/Profile/titi_kwinaldi,1,13-Jan,Kompleks Candi Muaro Jambi,841
1049,Ahmad D,/Profile/ahmadd80,1,16-Sep,Kota Kasablanka,840
16643,rustanto123,/Profile/rustanto123,1,18-Jan,Kota Kasablanka,840
1551,Ana Lestari,/Profile/analestaripdk,1,20-Feb,Kota Tua Jakarta,837
7381,Frianto,/Profile/rfmoerdowo,1,16-Mar,Kraton Surakarta Hadiningrat,836
10466,Kamil Mahatta,/Profile/mahattakamil,1,16-Sep,Kraton Surakarta Hadiningrat,836
5068,Destination793053,/Profile/Destination793053,1,18-Jul,Kraton Yogyakarta,835
5232,Dhian L,/Profile/DhianL9,1,Mei 2018,Kuta Square,833
14500,OoYyOoNnGg,/Profile/OoYyOoNnGg,1,17-Jul,Kuta Square,833
4920,Defi T,/Profile/755defit,1,18-Jun,Lippo Mall Puri at Saint Moritz,831
6631,Exploration827021,/Profile/Exploration827021,1,Okt 2018,Lippo Mall Puri at Saint Moritz,831
20940,????Hartonoswanopati????,/Profile/harswan,1,18-Jan,Lippo Mall Puri at Saint Moritz,831
2103,AntiScam,/Profile/S6788UFdavem,1,19-Mar,Luwak Coffee Bali Plantation,830
11609,LisaAndC,/Profile/LisaAndC,1,19-Jul,Luwak Coffee Bali Plantation,830
13176,moonnight,/Profile/moonnight,1,19-Jun,Luwak Coffee Bali Plantation,830
16208,RivercityCanada,/Profile/RivercityCanada,1,19-Sep,Luwak Coffee Bali Plantation,830
17514,Sille R,/Profile/SilleR_12,1,19-Jan,Luwak Coffee Bali Plantation,830
17929,Stephen D,/Profile/F5022SPstephend,1,19-Apr,Luwak Coffee Bali Plantation,830
19035,Traveler,/Profile/Veryhardtofindaname,1,19-Jan,Luwak Coffee Bali Plantation,830
7617,GG2016,/Profile/GG2016,1,15-Jul,Mal Bali Galeria,828
11786,Lucifer M,/Profile/morningstar007,1,16-Jan,Mal Bali Galeria,828
9718,jebrigs,/Profile/jebrigs,1,19-Jan,Mal Kelapa Gading,826
3212,Bee,/Profile/2raas,1,Okt 2019,Malioboro Mall,825
19583,Vignesh M,/Profile/1405vigneshm,1,17-Jan,Malioboro Mall,825
14752,PavelB23,/Profile/PavelB23,1,17-Jul,Mall Ambassador,824
5212,Dharmawatik M,/Profile/DharmawatikM,1,Des 2017,Mall Ayani Mega,823
8174,harry,/Profile/harry76764,1,20-Sep,Mall Ska Pekanbaru,821
15438,Rahmat1527,/Profile/Rahmat1527,1,18-Jul,Mall Ska Pekanbaru,821
19258,tyn4,/Profile/tyn4,1,15-Jul,Mall Ska Pekanbaru,821
8851,Ika Roihatul J,/Profile/IkaRoihatulJ,1,20-Jan,Masjid Istiqlal,813
370,37indrae,/Profile/37indrae,1,14-Sep,Masjid Raya Mujahidin,811
3886,Cassandra,/Profile/cassandra1044,1,19-Nov,Mason Elephant Park,810
7813,Greekeagle,/Profile/greekeagle2019,1,19-Nov,Mason Elephant Park,810
9494,Jade Marie Fogg,/Profile/jademariefogg,1,19-Sep,Mason Elephant Park,810
10060,John_,/Profile/John_smith_poca,1,20-Jan,Mason Elephant Park,810
14602,Pam,/Profile/Pamngwira,1,Des 2019,Mason Elephant Park,810
14899,Phoenix,/Profile/Phoenixivanna,1,20-Jan,Mason Elephant Park,810
19397,Val Van Wyk,/Profile/valvan,1,13-May,Mason Elephant Park,810
19632,Viona M,/Profile/VionaM,1,Okt 2019,Mason Elephant Park,810
1540,Amy S,/Profile/A9596WLamys,1,Des 2016,Matahari Kuta Square,809
11288,Lee-Anne F,/Profile/Fleeanne,1,19-Mar,Matahari Kuta Square,809
16492,RoseLenses,/Profile/RoseLenses,1,19-Jul,Matahari Kuta Square,809
16513,Rossana H,/Profile/rossanah2016,1,Mei 2019,Matahari Kuta Square,809
9127,Inspire819408,/Profile/Inspire819408,1,18-Sep,Mataram Mall,808
17556,Simone G,/Profile/FHMillenniumhotel,1,17-Jan,Mataram Mall,808
19143,Trinity C,/Profile/924trinityb,1,15-Sep,Mataram Mall,808
15402,Rahma,/Profile/rachmakurniawan,1,19-Feb,Mega Mall Batam Centre,807
15434,Rahmat s,/Profile/Rahmats495,1,18-Jan,Mega Mall Batam Centre,807
3826,Captabdlee,/Profile/Captabdlee,1,Agt 2016,Mesjid Raya An-Nur,804
8070,Hanna2020,/Profile/Hanna2020,1,Agt 2016,Mesjid Raya An-Nur,804
13718,Navigator40374646635,/Profile/Navigator40374646635,1,19-Mar,Mikie Funland,801
15070,Pratomo_11,/Profile/Pratomo_11,1,16-Mar,Monumen Simpanglima Gumul,797
19846,wati,/Profile/watibeny,1,Mei 2016,Museum Kereta Api Ambarawa,790
2042,Annick V,/Profile/annickvermoere,1,Des 2016,Museum Le Mayeur,787
3856,carmaisabeech,/Profile/carmaisabeech,1,16-Feb,Museum Le Mayeur,787
4836,DebnAnt,/Profile/DebnAnt,1,17-Jun,Museum Le Mayeur,787
5560,DJ on tour,/Profile/Travel398204,1,Des 2018,Museum Le Mayeur,787
6672,fact g,/Profile/factg,1,20-Feb,Museum Le Mayeur,787
7135,Finbarr C,/Profile/paddywhackery,1,16-Jun,Museum Le Mayeur,787
9208,irenegarnit,/Profile/irenegarnit,1,19-Nov,Museum Le Mayeur,787
10488,kaorik755,/Profile/kaorik755,1,Okt 2016,Museum Le Mayeur,787
11043,kuepper,/Profile/kuepper,1,16-Jun,Museum Le Mayeur,787
11737,Louise,/Profile/eardles,1,19-Sep,Museum Le Mayeur,787
14894,phillip m,/Profile/pindara2018,1,19-Jul,Museum Le Mayeur,787
17468,sidoniebond@aol.com,/Profile/sidonie,1,16-Feb,Museum Le Mayeur,787
2597,Asmidar Ithnin,/Profile/asmidar1971,1,Des 2018,Museum Puri Lukisan,783
4290,Claire200017,/Profile/Claire200017,1,19-Jan,Museum Puri Lukisan,783
9649,jass,/Profile/iJass24,1,19-Nov,Museum Puri Lukisan,783
19407,Valerie B,/Profile/valerieb567,1,17-Apr,Museum Puri Lukisan,783
10518,Karim Tutu,/Profile/KarimtrippingTutu,1,20-Feb,Museum The Blanco Renaissance,780
18463,Taruna Can,/Profile/TarunaCan,1,Agt 2015,Museum Wayang,777
3100,barbaramariamueller,/Profile/barbaramariamueller,1,17-Feb,Night At The Zoo,772
10870,Kirrin F,/Profile/kirrinf2015,1,Okt 2016,Night At The Zoo,772
10975,Krisglatz,/Profile/Krisglatz,1,Mei 2016,Night At The Zoo,772
724,Adi S,/Profile/dominikusadi,1,Mei 2018,Pantai Air Manis,770
1173,alabaster87,/Profile/alabaster87,1,Okt 2016,Pantai Air Manis,770
19473,vengar,/Profile/vengar2019,1,Mei 2019,Pantai Air Manis,770
3816,Cangerl,/Profile/Cangerl,1,17-Jul,Pantai Akkarena,769
18154,surya alyono,/Profile/surya_alyono,1,Mei 2016,Pantai Akkarena,769
1171,AL_RTW,/Profile/AL_RTW,1,20-Mar,Pantai Amed,768
17940,steve c,/Profile/Crelley,1,19-Mar,Pantai Amed,768
2094,Anthony A,/Profile/359anthonya,1,16-Sep,Pantai Batu Belig,765
4328,clm2016,/Profile/clm2016,1,16-Nov,Pantai Batu Mejan (Echo Beach),764
7565,Genevieve L,/Profile/36genevievel,1,Agt 2016,Pantai Batu Mejan (Echo Beach),764
17687,Sneekie,/Profile/Sneekie,1,Des 2018,Pantai Batu Mejan (Echo Beach),764
13934,Niki211,/Profile/Niki211,1,Agt 2016,Pantai Bingin,763
16569,Ruby Barrett,/Profile/RubyElizabeth,1,20-Mar,Pantai Bingin,763
355,281conjob,/Profile/281conjob,1,19-Jun,Pantai Blue Lagoon,762
440,735Chris,/Profile/735Chris,1,19-Apr,Pantai Blue Lagoon,762
2935,Ba V,/Profile/35bav,1,Mei 2019,Pantai Blue Lagoon,762
3098,Barbara S,/Profile/barbarasL6801OF,1,19-Apr,Pantai Blue Lagoon,762
4041,chayto1,/Profile/chayto1,1,20-Feb,Pantai Blue Lagoon,762
8586,Holiday-Meow,/Profile/Holiday-Meow,1,19-Apr,Pantai Blue Lagoon,762
9906,jimmgraham,/Profile/jimmgraham,1,Mei 2017,Pantai Blue Lagoon,762
10459,Kama'aina,/Profile/tripkamaaina,1,20-Feb,Pantai Blue Lagoon,762
11772,Lt201829,/Profile/Lt201829,1,19-Apr,Pantai Blue Lagoon,762
12432,Matt M,/Profile/R8344TWmattm,1,17-Jul,Pantai Blue Lagoon,762
17691,sniemira,/Profile/sniemira,1,20-Jan,Pantai Blue Lagoon,762
17809,spoko75,/Profile/spoko75,1,20-Feb,Pantai Blue Lagoon,762
